,NAV
2024-12-20,370825.83766458766
2024-12-23,379838.4319773645
2024-12-24,386248.7170048425
2024-12-26,389418.87376738264
2024-12-27,383902.9283313232
2024-12-30,377357.69793088024
2024-12-31,369970.9067175903
2025-01-02,375599.6869866005
2025-01-03,384435.1947865941
2025-01-06,397633.7393057278
2025-01-07,372912.99672652123
2025-01-08,372833.2133053909
2025-01-10,361656.98738954694
2025-01-13,354383.6575252413
2025-01-14,352578.61743170366
2025-01-15,359531.3570359651
2025-01-16,362266.84249913186
2025-01-17,369233.76426861767
2025-01-21,374747.437783638
2025-01-22,374476.77249827026
2025-01-23,378907.7179748138
2025-01-24,377326.27275828045
2025-01-27,378765.2273525119
2025-01-28,380603.1110911847
2025-01-29,379805.20820429816
2025-01-30,382156.1027812615
2025-01-31,380831.0514888638
2025-02-03,380133.0035325982
2025-02-04,381742.902275588
2025-02-05,385290.4504918639
2025-02-06,394508.5011036998
2025-02-07,392941.2826503948
2025-02-10,386159.5763908994
2025-02-11,391787.2647027632
2025-02-12,392442.67696734786
2025-02-13,393682.1892883606
2025-02-14,393909.2964319534
2025-02-18,388674.9019300829
2025-02-19,388447.0883109608
2025-02-20,385121.9357486318
2025-02-21,379744.95456088346
2025-02-24,375081.9771448125
2025-02-25,369880.2254950919
2025-02-26,371208.5047917216
2025-02-27,366482.6878823299
2025-02-28,373494.1839515064
2025-03-03,367536.57142953435
2025-03-04,367536.57142953435
2025-03-05,367536.57142953435
2025-03-06,367536.57142953435
2025-03-07,367536.57142953435
2025-03-10,367536.57142953435
2025-03-11,367536.57142953435
2025-03-12,367536.57142953435
2025-03-13,367536.57142953435
2025-03-14,367536.57142953435
2025-03-17,367463.0788137716
2025-03-18,356448.58977759926
2025-03-19,369484.58417701646
2025-03-20,361070.81259105337
2025-03-21,363193.2472443147
2025-03-24,362416.23476977105
2025-03-25,356750.2682137404
2025-03-26,339578.49726585747
2025-03-27,338055.17144906503
2025-03-28,325253.6654740607
2025-03-31,327270.1423861445
2025-04-01,327006.15388984623
2025-04-02,330285.21842579334
2025-04-03,319071.7485997317
2025-04-04,302316.656133284
2025-04-07,302316.656133284
2025-04-08,302316.656133284
2025-04-09,302256.20489230554
2025-04-10,291573.4190791858
2025-04-11,291301.2717744395
2025-04-14,296111.89582507784
2025-04-15,295386.2316222547
2025-04-16,292613.5625471658
2025-04-17,300701.791593997
2025-04-21,289595.93302338
2025-04-22,296084.69038607826
2025-04-23,295059.6920224594
2025-04-24,294950.8331005608
2025-04-25,295458.7794595869
2025-04-28,295876.05960489786
2025-04-29,299855.18955168675
2025-04-30,300701.791593997
2025-05-01,302074.5512864669
2025-05-02,305271.6549426692
2025-05-05,307266.850549955
2025-05-06,305937.7422073553
2025-05-07,304923.5033718653
2025-05-08,305093.0542089091
2025-05-09,305208.101253203
2025-05-12,307648.33993330336
2025-05-13,302465.1091494818
2025-05-14,300077.37678264186
2025-05-15,297765.7002864213
2025-05-16,298059.6573827054
2025-05-19,297639.4951856539
2025-05-20,297089.8741989585
2025-05-21,292792.9394165995
2025-05-22,294689.20379387325
2025-05-23,292137.83677860897
2025-05-27,302720.6464771844
2025-05-28,302087.3299948757
2025-05-29,305346.6409203988
2025-05-30,301234.129342947
2025-06-02,302486.555145345
2025-06-03,306615.55806019774
2025-06-04,310430.56725846406
2025-06-05,305772.7984151053
2025-06-06,305894.22075753636
2025-06-09,307558.9789987755
2025-06-10,310494.43072715105
2025-06-11,306873.0742941961
2025-06-12,305834.2059363561
2025-06-13,303096.9034287971
2025-06-16,307776.9771965556
2025-06-17,306150.95399382594
2025-06-18,302104.84941572003
2025-06-20,305559.8017890613
2025-06-23,308752.63552163437
2025-06-24,329839.67024180834
2025-06-25,341681.7828653172
2025-06-26,342348.9410674251
2025-06-27,342658.7060746164
2025-06-30,338107.70548656955
2025-07-01,334310.5397502179
2025-07-02,337106.3881058813
2025-07-03,340837.29821910604
2025-07-07,337525.9901248382
2025-07-08,333369.8620458661
2025-07-09,337203.34015835344
2025-07-10,338254.06971217296
2025-07-11,341193.9081543267
2025-07-14,340821.6637449639
2025-07-15,348184.6034082386
2025-07-16,346416.42514992435
2025-07-17,347813.2437568498
2025-07-18,350527.06282143254
2025-07-21,351548.9326995841
2025-07-22,348491.48912702606
2025-07-23,350925.32562001154
2025-07-24,345130.1732197638
2025-07-25,348645.8978396142
2025-07-28,354299.8793491961
2025-07-29,358244.04396925715
2025-07-30,359852.36194956413
2025-07-31,356034.38856853277
2025-08-01,345825.01432227634
2025-08-04,356072.2648392681
2025-08-05,352175.1030744814
2025-08-06,345281.8814196188
2025-08-07,343769.16137741564
2025-08-08,346075.3265987469
2025-08-11,346666.0291261835
2025-08-12,352551.6460164148
2025-08-13,348132.9452627577
2025-08-14,347987.03921499994
2025-08-15,348097.3645844193
2025-08-18,345353.22099103057
2025-08-19,341964.0575319448
2025-08-20,341217.2171314835
2025-08-21,335647.71828948194
2025-08-22,337564.9552973482
2025-08-25,338916.48271460505
2025-08-26,341240.1998835009
2025-08-27,340745.6606674914
2025-08-28,342490.7362721879
2025-08-29,336000.7800693747
2025-09-02,334201.0829510695
2025-09-03,346023.2273457731
2025-09-04,352017.3293691148
2025-09-05,349842.194090275
2025-09-08,349291.8955756872
2025-09-09,354031.72468862473
2025-09-10,349933.5623012148
2025-09-11,344333.00225266174
2025-09-12,341986.4506619647
2025-09-15,352020.9136451563
2025-09-16,353353.796158606
2025-09-17,350490.8679928951
2025-09-18,349881.5418836629
2025-09-19,353416.0023201268
2025-09-22,352327.65711784194
2025-09-23,349475.3154198916
2025-09-24,350431.44052868435
2025-09-25,349788.1004587926
2025-09-26,352296.5803610394
2025-09-29,354633.5790985646
2025-09-30,356942.13759345765
2025-10-01,359506.06964741705
2025-10-02,358899.6080253778
2025-10-03,358393.56599100574
2025-10-06,380123.59198377153
2025-10-07,385281.24880169233
2025-10-08,402920.99406495166
2025-10-09,403100.9643943045
2025-10-10,393636.21037232527
2025-10-13,398143.2211969692
2025-10-14,392873.3000449559
2025-10-15,409397.70561939024
2025-10-16,402574.7073296752
2025-10-17,403868.6441415125
2025-10-20,412589.7961946636
2025-10-21,409633.9135409143
2025-10-22,386863.0003608704
2025-10-23,391430.0453838595
2025-10-24,403866.3607309414
2025-10-27,411433.4827912204
2025-10-28,411986.1078595051
2025-10-29,416105.016216696
2025-10-30,393851.0625013849
2025-10-31,404594.0709805
2025-11-03,410849.7424072489
2025-11-04,400881.9671135094
2025-11-05,402084.7863504259
2025-11-06,398592.7366516116
2025-11-07,396813.799326461
2025-11-10,405447.5736937863
2025-11-11,405865.7796916101
2025-11-12,403048.228982991
2025-11-13,390950.1698011649
2025-11-14,382068.4035324607
2025-11-17,382068.4035324607
2025-11-18,381992.0051314344
2025-11-19,368224.3675065545
2025-11-20,368224.3675065545
2025-11-21,368150.73735908273
2025-11-24,391395.1272533628
2025-11-25,397365.9557144409
2025-11-26,393078.31319557485
2025-11-28,393360.8477104027
2025-12-01,386861.80254768993
2025-12-02,387992.01573916856
2025-12-03,392685.1465645167
2025-12-04,390215.7400584392
2025-12-05,394700.00345891796
2025-12-08,385522.20261648006
2025-12-09,383820.6096965001
2025-12-10,385946.4266021042
2025-12-11,385242.8919670823
2025-12-12,375423.25441528205
2025-12-15,379500.43744957633
2025-12-16,382127.5178772827
2025-12-17,381327.1149386244
2025-12-18,387008.38710460707
2025-12-19,388635.1473643922
2025-12-22,392789.29665809526
2025-12-23,393588.50393442524
2025-12-24,395164.926079234
2025-12-26,391796.59881519363
2025-12-29,385675.35226951656
2025-12-30,385459.8329246958
2025-12-31,383166.2839561075
2026-01-02,381652.3121895458
2026-01-05,386865.3120231454
2026-01-06,388783.90308876196
2026-01-07,385752.6580362294
2026-01-08,385380.93406695384
2026-01-09,385999.3275127674
2026-01-12,384221.2728809428
2026-01-13,384794.9777797436
2026-01-14,379318.80375253403
2026-01-15,381669.80277140776
2026-01-16,385196.26731650485
2026-01-20,374273.38653907133
2026-01-21,384002.0695581458
2026-01-22,385715.8598352679
2026-01-23,391672.2274946751
2026-01-26,388251.2137131471
2026-01-27,387339.83348388213
2026-01-28,386001.720608658
2026-01-29,384002.3826878527
2026-01-30,369739.4025840828
2026-02-02,379012.57323627226
2026-02-03,372901.4842567375
2026-02-04,339687.4769586455
2026-02-05,335525.2019451846
2026-02-06,343434.9414435978
2026-02-09,341282.130319176
2026-02-10,338659.25434521306
2026-02-11,335784.9904389825
2026-02-12,322939.2033726813
2026-02-13,319104.74492914637
2026-02-17,320050.37128465215
2026-02-18,320482.8260087424
2026-02-19,319962.27000689576
2026-02-20,320652.68736706284
2026-02-23,317749.55415717035
2026-02-24,316495.22101025167
2026-02-25,322022.9620317181
2026-02-26,308070.28136585216
2026-02-27,300529.49865159666
2026-03-02,301078.8124287423
2026-03-03,292890.81508434145
2026-03-04,292890.81508434145
2026-03-05,292832.2486346145
2026-03-06,286349.1156925559
2026-03-09,299580.00036686385
2026-03-10,296833.2906834289
2026-03-11,295958.19397838414
2026-03-12,291106.0026311238
2026-03-13,279028.50362163887
2026-03-16,282843.6682924357
2026-03-17,285122.74198579084
2026-03-18,285904.4214451269
2026-03-19,289837.3744674135
2026-03-20,284165.76156340336
2026-03-23,285628.9052753721
2026-03-24,282152.8070007307
2026-03-25,302623.56469392765
2026-03-26,299357.6110360971
2026-03-27,296742.6227108037
2026-03-30,288001.48612256045
2026-03-31,298858.1015048979
2026-04-01,308818.5901081114
2026-04-02,319528.2869665751
2026-04-06,323465.45234025485
2026-04-07,325448.7403294538
2026-04-08,340565.7463213172
2026-04-09,347646.7753229689
2026-04-10,359987.16916330607
2026-04-13,362616.86279095855
2026-04-14,374722.2183763649
2026-04-15,379202.9419384627
2026-04-16,408790.5482837361
2026-04-17,408981.53788144817
2026-04-20,403927.8455262142
2026-04-21,417942.98500564374
2026-04-22,445811.7298047477
2026-04-23,448558.93135155586
2026-04-24,510966.12740113155
2026-04-27,508573.7191633988
2026-04-28,502573.75369609526
2026-04-29,505627.65469205164
2026-04-30,517974.01306443877
2026-05-01,523784.89918420016
2026-05-04,517705.02438975597
2026-05-05,526954.9219860559
2026-05-06,549279.5650410062
2026-05-07,548093.1831367598
2026-05-08,558975.2705888646
2026-05-11,557114.3908375282
2026-05-12,552789.9257254275
2026-05-13,563563.7078843781
2026-05-14,568425.9627935424
2026-05-15,551184.4465172552
2026-05-18,544929.105040983
2026-05-19,542941.0237391716
2026-05-20,543913.9259910933
2026-05-21,538355.5202953876
2026-05-22,536044.5480232235
2026-05-26,529023.6252548712
2026-05-27,526990.6883957835
2026-05-28,539952.3966486373
2026-05-29,538540.6409871252
2026-06-01,530422.1363598119
2026-06-02,544085.4256718918
2026-06-03,550312.1561894643
2026-06-04,506009.4584136122
2026-06-05,457906.52957985003
2026-06-08,456059.4677364178
2026-06-09,458390.3051750563
2026-06-10,453171.6665322608
2026-06-11,459548.3424468807
2026-06-12,470146.8931762223
2026-06-15,468211.8802674881
2026-06-16,485421.70273364877
2026-06-17,488822.5816427643
