,NAV
2024-02-28,20112.965368043548
2024-02-29,20219.798541452525
2024-03-01,20384.56502255882
2024-03-04,20155.700310017965
2024-03-05,19808.70927941747
2024-03-06,19822.597905005812
2024-03-07,20011.2599635127
2024-03-08,19996.55331268305
2024-03-11,20025.170562375766
2024-03-12,20144.26246681295
2024-03-13,20019.177733946904
2024-03-14,19984.772751006796
2024-03-15,19907.568546213086
2024-03-18,20054.265169416696
2024-03-19,20138.62497250428
2024-03-20,20360.743648365715
2024-03-21,20257.86891947595
2024-03-22,20211.755779021423
2024-03-25,20151.639607317138
2024-03-26,20154.315269539908
2024-03-27,20358.367260482533
2024-03-28,20278.681180905005
2024-04-01,20235.305354395558
2024-04-02,19998.103148974904
2024-04-03,20055.741010717495
2024-04-04,20022.242566463126
2024-04-05,20052.95528071348
2024-04-08,20127.044452924194
2024-04-09,20223.126471110514
2024-04-10,20014.879129060482
2024-04-11,20273.285776123626
2024-04-12,20143.59875811943
2024-04-15,19836.33326553288
2024-04-16,19718.427453755627
2024-04-17,19601.74555954549
2024-04-18,19462.24701057708
2024-04-19,19322.111145712268
2024-04-22,19347.681753093202
2024-04-23,19514.66612938027
2024-04-24,19746.671086459108
2024-04-25,19760.016324103548
2024-04-26,19830.92988259354
2024-04-29,20195.856646634675
2024-04-30,19867.59231880595
2024-05-01,19760.723078292194
2024-05-02,19948.620494573563
2024-05-03,20413.183038233725
2024-05-06,20708.55178935422
2024-05-07,20558.26414321929
2024-05-08,20514.39665851972
2024-05-09,20505.55402731193
2024-05-10,20497.717929542756
2024-05-13,20631.133327106396
2024-05-14,20837.60219896749
2024-05-15,21156.578826441175
2024-05-16,21109.53255542163
2024-05-17,21050.08040026347
2024-05-20,21217.48704519316
2024-05-21,21428.281764594143
2024-05-22,21286.832746834145
2024-05-23,21443.665214008317
2024-05-24,21686.35278810073
2024-05-28,21670.99716439625
2024-05-29,21581.837355122974
2024-05-30,21516.43246296463
2024-05-31,21568.94842946731
2024-06-03,21578.280752540908
2024-06-04,21557.91977831278
2024-06-05,21777.466123133505
2024-06-06,21763.163058957583
2024-06-07,21760.18456481035
2024-06-10,21706.63919166215
2024-06-11,22011.944824175265
2024-06-12,22380.316854356683
2024-06-13,22490.732797755238
2024-06-14,22423.535072546605
2024-06-17,22662.254425680912
2024-06-18,22639.26039839171
2024-06-20,22548.743783426442
2024-06-21,22581.19115509218
2024-06-24,22521.941592688912
2024-06-25,22640.19551730315
2024-06-26,22748.96668171601
2024-06-27,22809.877478082977
2024-06-28,22753.924746930363
2024-07-01,22948.32234977014
2024-07-02,23269.064386825332
2024-07-03,23501.77947910061
2024-07-05,23699.037951260732
2024-07-08,23755.618960366097
2024-07-09,23861.161793903786
2024-07-10,24027.18484994348
2024-07-11,23719.85739289545
2024-07-12,23912.950310983477
2024-07-15,24081.523108280897
2024-07-16,24263.35884495108
2024-07-17,23910.897743974354
2024-07-18,23755.553775397668
2024-07-19,23573.48573100522
2024-07-22,23848.0332151476
2024-07-23,23819.01015256827
2024-07-24,23131.029165796223
2024-07-25,23144.851959513668
2024-07-26,23280.729263759582
2024-07-29,23388.011882857514
2024-07-30,23236.56768379909
2024-07-31,23560.070603551547
2024-08-01,23107.38712543835
2024-08-02,22753.510048613694
2024-08-05,22228.018204816086
2024-08-06,22325.795807122362
2024-08-07,22160.77187520324
2024-08-08,22537.63638745716
2024-08-09,22610.64082033466
2024-08-12,22582.559518473776
2024-08-13,22884.177374569987
2024-08-14,22822.0677609414
2024-08-15,23350.55168271987
2024-08-16,23455.089323831282
2024-08-19,23752.699637136113
2024-08-20,23644.075466616418
2024-08-21,23760.98592197122
2024-08-22,23377.139650060253
2024-08-23,23820.84879756035
2024-08-26,23652.2327123986
2024-08-27,23654.606616574496
2024-08-28,23446.696351542723
2024-08-29,23383.573446561695
2024-08-30,23587.20632868421
2024-09-03,22904.381791516207
2024-09-04,22900.71204592942
2024-09-05,23043.4058145662
2024-09-06,22496.422133336404
2024-09-09,22726.88747510537
2024-09-10,22894.5368613295
2024-09-11,23265.378066234593
2024-09-12,23438.976679246425
2024-09-13,23595.917808334612
2024-09-16,23341.32515802473
2024-09-17,23345.431370538314
2024-09-18,23303.768293801084
2024-09-19,24058.909597546703
2024-09-20,23861.293121613537
2024-09-23,23969.896950221664
2024-09-24,24251.704752352984
2024-09-25,24318.52603296707
2024-09-26,24395.209022372892
2024-09-27,24358.02570565269
2024-09-30,24516.531947959997
2024-10-01,24027.011357748113
2024-10-02,24018.561597252476
2024-10-03,24032.19741109322
2024-10-04,24365.160911715666
2024-10-07,24166.21166609261
2024-10-08,24592.29207998252
2024-10-09,24691.453220980482
2024-10-10,24712.268013649213
2024-10-11,24555.162596780818
2024-10-14,24868.887052271188
2024-10-15,24829.161264851453
2024-10-16,24879.14283729003
2024-10-17,24875.99989493594
2024-10-18,24967.86918453236
2024-10-21,24926.40645924607
2024-10-22,24871.34014010725
2024-10-23,24574.82638642442
2024-10-24,25116.493138331924
2024-10-25,25254.60947488089
2024-10-28,25282.718608632145
2024-10-29,25319.173385940954
2024-10-30,25181.322140641343
2024-10-31,24624.34606269927
2024-11-01,24639.21442547649
2024-11-04,24539.918758998247
2024-11-05,24839.854255708953
2024-11-06,25672.465689215085
2024-11-07,25972.380214139368
2024-11-08,26236.781262291257
2024-11-11,26462.55009125205
2024-11-12,26276.47191884971
2024-11-13,26293.754547122506
2024-11-14,26120.55821126709
2024-11-15,25910.872134223868
2024-11-18,26139.95095248839
2024-11-19,26359.146888499163
2024-11-20,26293.348431578634
2024-11-21,26256.773600464418
2024-11-22,26341.46019786412
2024-11-25,26197.52850474365
2024-11-26,26324.936798881095
2024-11-27,26192.19968786913
2024-11-29,26453.813836366782
2024-12-02,26704.04340224443
2024-12-03,26728.143819422992
2024-12-04,27000.4184529654
2024-12-05,27123.241747322565
2024-12-06,27329.97249986839
2024-12-09,27326.032301749423
2024-12-10,27350.39553383561
2024-12-11,27778.310372314714
2024-12-12,27642.89507276525
2024-12-13,27769.62496121604
2024-12-16,28177.809428687688
2024-12-17,28350.934319955202
2024-12-18,27715.817673102276
2024-12-19,27756.444769175236
2024-12-20,27997.45793339944
2024-12-23,28125.513691729844
2024-12-24,28324.326028192514
2024-12-26,28343.76034044849
2024-12-27,28039.982333843425
2024-12-30,27926.419306092477
2024-12-31,27749.152816398353
2025-01-02,27867.183559081903
2025-01-03,28250.431258150333
2025-01-06,28521.577490183034
2025-01-07,28028.02074605805
2025-01-08,28038.11675088826
2025-01-10,27698.453911783883
2025-01-13,27582.928955963514
2025-01-14,27543.020273274575
2025-01-15,27953.955720312846
2025-01-16,27820.07186180269
2025-01-17,28077.265843876594
2025-01-21,28275.055405337305
2025-01-22,28741.36168808356
2025-01-23,28804.545629776592
2025-01-24,28554.290224486216
2025-01-27,27298.5305891522
2025-01-28,27930.995015733548
2025-01-29,27655.59168724672
2025-01-30,27523.558893123463
2025-01-31,27273.28191792545
2025-02-03,26908.147335606132
2025-02-04,27188.044579636935
2025-02-05,27499.205758913427
2025-02-06,27713.804101510817
2025-02-07,27492.98764155199
2025-02-10,27772.107873794248
2025-02-11,27770.6942148038
2025-02-12,27700.392868056548
2025-02-13,28088.86219072699
2025-02-14,28262.96826291727
2025-02-18,28334.856556035604
2025-02-19,28381.447270849214
2025-02-20,28372.812399082137
2025-02-21,27806.891691308883
2025-02-24,27526.113592694426
2025-02-25,27232.371259623767
2025-02-26,27364.17992765332
2025-02-27,26576.594178819574
2025-02-28,27036.86463076128
2025-03-03,26236.869201858717
2025-03-04,26181.982965653657
2025-03-05,26478.46055923577
2025-03-06,25911.287639857448
2025-03-07,26079.385400240117
2025-03-10,25224.1555962396
2025-03-11,25162.298444515778
2025-03-12,25491.216764412842
2025-03-13,25172.46368801737
2025-03-14,25802.36291706498
2025-03-17,25828.89544974991
2025-03-18,25454.33259801442
2025-03-19,25755.31958034064
2025-03-20,25725.668431878716
2025-03-21,25783.619164849468
2025-03-24,26225.943145647194
2025-03-25,26280.368684230903
2025-03-26,25768.779400768748
2025-03-27,25659.173771279522
2025-03-28,25143.051085788204
2025-03-31,25138.46309023315
2025-04-01,25328.187701416504
2025-04-02,25449.386051500154
2025-04-03,24144.498554520316
2025-04-04,22906.33468567716
2025-04-07,22919.952366222264
2025-04-08,22532.952821023093
2025-04-09,24981.139777581277
2025-04-10,24037.399770747837
2025-04-11,24513.464173035336
2025-04-14,24654.026527589544
2025-04-15,24682.836673580787
2025-04-16,23909.922225135444
2025-04-17,23819.103672049663
2025-04-21,23259.421918889755
2025-04-22,23767.61994605259
2025-04-23,24241.887723169246
2025-04-24,24811.95594377502
2025-04-25,25124.474830573286
2025-04-28,25052.06321066771
2025-04-29,25176.32976244751
2025-04-30,25185.45417922559
2025-05-01,25659.896995061834
2025-05-02,25957.40027471087
2025-05-05,25787.08367221304
2025-05-06,25634.09832501849
2025-05-07,25789.488278938024
2025-05-08,25984.902252638945
2025-05-09,25960.431764363362
2025-05-12,26890.947822152444
2025-05-13,27328.70591819991
2025-05-14,27568.69429520932
2025-05-15,27583.371741562714
2025-05-16,27686.43897137392
2025-05-19,27671.949534075182
2025-05-20,27539.07808525865
2025-05-21,27047.428412913527
2025-05-22,27099.546306521795
2025-05-23,26760.71024112288
2025-05-27,27419.415519048747
2025-05-28,27291.417721140828
2025-05-29,27494.68447171854
2025-05-30,27351.171477568063
2025-06-02,27550.62985789901
2025-06-03,27852.445462655072
2025-06-04,27882.920048857195
2025-06-05,27720.963632024857
2025-06-06,28030.69094241695
2025-06-09,28056.648243730855
2025-06-10,28204.491935101174
2025-06-11,28035.250651699484
2025-06-12,28202.871284495606
2025-06-13,27806.066500413082
2025-06-16,28152.628493789267
2025-06-17,27923.215687981407
2025-06-18,28028.31381663661
2025-06-20,28009.7715040803
2025-06-23,28249.537190177187
2025-06-24,28576.883332258643
2025-06-25,28852.19750732256
2025-06-26,29050.160689047745
2025-06-27,29191.045324532184
2025-06-30,29380.436860710506
2025-07-01,29201.9283335919
2025-07-02,29553.995820285658
2025-07-03,29788.747943044393
2025-07-07,29528.662513481613
2025-07-08,29616.6540262774
2025-07-09,29859.65329633542
2025-07-10,29959.34501597396
2025-07-11,29885.81987046497
2025-07-14,29843.47181739413
2025-07-15,30029.241426522203
2025-07-16,30097.639918346256
2025-07-17,30193.77002881929
2025-07-18,30286.70494509291
2025-07-21,30337.4143379316
2025-07-22,30412.065163726995
2025-07-23,30530.792785853384
2025-07-24,30240.789840574555
2025-07-25,30393.70489735819
2025-07-28,30500.499867663413
2025-07-29,30348.39216285797
2025-07-30,30260.031275877118
2025-07-31,30029.95952719666
2025-08-01,29527.23046880459
2025-08-04,29934.81828890409
2025-08-05,29820.005391891093
2025-08-06,30275.056768822033
2025-08-07,30450.022287595788
2025-08-08,30930.15088821564
2025-08-11,31028.115530406583
2025-08-12,31388.110989446486
2025-08-13,31482.922151643255
2025-08-14,31365.436964381897
2025-08-15,31173.78051536459
2025-08-18,31233.06463452392
2025-08-19,30936.327370306433
2025-08-20,30639.092520897964
2025-08-21,30493.415380571463
2025-08-22,31251.18455921832
2025-08-25,31267.878165746588
2025-08-26,31477.10326154308
2025-08-27,31537.957630620876
2025-08-28,31599.320303494416
2025-08-29,31225.2118205647
2025-09-02,30961.73370466463
2025-09-03,31341.234934948883
2025-09-04,31613.347287959274
2025-09-05,31776.616615280833
2025-09-08,31717.516847662962
2025-09-09,31655.87125430415
2025-09-10,31511.363034157403
2025-09-11,32131.56158446006
2025-09-12,32782.94114329176
2025-09-15,33245.44709944378
2025-09-16,33329.22469778581
2025-09-17,33306.23573435938
2025-09-18,33481.04448522243
2025-09-19,33794.37338937116
2025-09-22,34307.66874532917
2025-09-23,34013.607280974094
2025-09-24,33856.08303732619
2025-09-25,33863.375134783564
2025-09-26,33929.00308041484
2025-09-29,34042.28053119293
2025-09-30,34222.66883830921
2025-10-01,34298.372956880565
2025-10-02,34389.35786395032
2025-10-03,34409.15263080795
2025-10-06,34417.7679160832
2025-10-07,34315.49785008092
2025-10-08,34540.43697865799
2025-10-09,34569.35842179955
2025-10-10,33985.19812597809
2025-10-13,34322.44631852934
2025-10-14,34131.62048004862
2025-10-15,34184.24375562399
2025-10-16,34117.33938956515
2025-10-17,34179.552828020096
2025-10-20,34307.47835708347
2025-10-21,34256.415521063755
2025-10-22,34168.58605801889
2025-10-23,34253.65684481243
2025-10-24,34490.6261238407
2025-10-27,34953.91316344635
2025-10-28,35371.44539113748
2025-10-29,35529.494194941464
2025-10-30,35228.678475940105
2025-10-31,35173.59002328894
2025-11-03,35268.590591923086
2025-11-04,34862.811175012714
2025-11-05,34982.686600766014
2025-11-06,34609.07856929475
2025-11-07,34467.700322879246
2025-11-10,34823.53897899007
2025-11-11,34882.84732865931
2025-11-12,34809.019405065716
2025-11-13,34324.93790836217
2025-11-14,34431.64166290778
2025-11-17,34278.302639054076
2025-11-18,34020.541784926325
2025-11-19,33994.383583287155
2025-11-20,33665.93205140601
2025-11-21,33735.52425257776
2025-11-24,34163.23112485198
2025-11-25,34315.51387192566
2025-11-26,34540.84218554064
2025-11-28,34802.29080314929
2025-12-01,34766.009835282595
2025-12-02,34925.28197362935
2025-12-03,35089.38200463202
2025-12-04,35187.67599182494
2025-12-05,35195.50843440948
2025-12-08,34999.36365848975
2025-12-09,35091.26183001308
2025-12-10,35157.66153539814
2025-12-11,35133.647957394234
2025-12-12,35012.72246591255
2025-12-15,35063.13882338804
2025-12-16,35323.70788094304
2025-12-17,34648.95012771592
2025-12-18,35171.86724828907
2025-12-19,35387.51499086149
2025-12-22,35533.66131861785
2025-12-23,35604.080953628145
2025-12-24,35690.54004612309
2025-12-26,35507.46754702539
2025-12-29,35181.36358627186
2025-12-30,35036.769161061035
2025-12-31,34769.090503059866
2026-01-02,34473.378709659075
2026-01-05,34718.19653852089
2026-01-06,34484.93443988177
2026-01-07,34467.281577276
2026-01-08,34411.058767028626
2026-01-09,34697.75263860079
2026-01-12,34786.17505692947
2026-01-13,34684.90594813436
2026-01-14,34307.86624559503
2026-01-15,34308.38572610919
2026-01-16,34251.32511271248
2026-01-20,33358.7433839736
2026-01-21,33682.299234065176
2026-01-22,34175.08303653772
2026-01-23,34369.34692900563
2026-01-26,34432.187951436135
2026-01-27,34598.90779437163
2026-01-28,34668.81705593697
2026-01-29,33865.83048888584
2026-01-30,33948.86543030741
2026-02-02,33930.588892758715
2026-02-03,33505.45464637323
2026-02-04,33181.52268223714
2026-02-05,32578.00118256749
2026-02-06,33482.25180884914
2026-02-09,33831.207792642155
2026-02-10,33850.88631942919
2026-02-11,33891.55145530745
2026-02-12,33058.51987725681
2026-02-13,32822.83150138843
2026-02-17,32918.75011038714
2026-02-18,33116.058372617845
2026-02-19,32985.28963151288
2026-02-20,33206.67548634966
2026-02-23,32822.754518379916
2026-02-24,33312.691405496786
2026-02-25,33830.1588428439
2026-02-26,33310.26314574725
2026-02-27,32654.286812550978
2026-03-02,32890.449762232485
2026-03-03,32594.954076330978
2026-03-04,32993.748628597656
2026-03-05,32963.91277682625
2026-03-06,32447.579283612202
2026-03-09,32783.154062059606
2026-03-10,32817.23189844878
2026-03-11,32967.63550610887
2026-03-12,32357.034756656227
2026-03-13,31945.523405720167
2026-03-16,32319.467875739574
2026-03-17,32419.062369851246
2026-03-18,31932.38020875545
2026-03-19,31600.949840852823
2026-03-20,30978.80378265362
2026-03-23,31468.92691956333
2026-03-24,31314.680120056502
2026-03-25,31511.50314877853
2026-03-26,30838.020732121047
2026-03-27,30183.835467619894
2026-03-30,29934.776624523744
2026-03-31,31048.491423922052
2026-04-01,31375.467991891717
2026-04-02,31154.297870798844
2026-04-06,31160.894192983542
2026-04-07,30931.634829814404
2026-04-08,31421.60522294657
2026-04-09,31595.272033392215
2026-04-10,31742.22244859539
2026-04-13,32051.900116168898
2026-04-14,32679.78422429427
2026-04-15,33722.02311545395
2026-04-16,33737.315544486315
2026-04-17,34348.724388169874
2026-04-20,34212.770164817295
2026-04-21,33909.53342343299
2026-04-22,34435.18269914636
2026-04-23,33887.75466606855
2026-04-24,34352.96513724552
2026-04-27,34515.776566103006
2026-04-28,34431.24593016274
2026-04-29,34257.76451696361
2026-04-30,34097.90592048759
2026-05-01,34606.4986254156
2026-05-04,34511.00474754225
2026-05-05,34702.8651266562
2026-05-06,35453.34664043868
2026-05-07,35809.75692623417
2026-05-08,36458.59223861507
2026-05-11,36817.847580191585
2026-05-12,36530.296708074246
2026-05-13,36813.21466872744
2026-05-14,36847.357317581336
2026-05-15,36669.722112274976
2026-05-18,36430.59583028453
2026-05-19,36265.38155182759
2026-05-20,36642.81492623759
2026-05-21,36717.30260752993
2026-05-22,36954.42161742906
2026-05-26,37057.28703454805
2026-05-27,37193.07685473513
2026-05-28,37481.974157258956
2026-05-29,37646.93827276179
2026-06-01,37399.998794866246
2026-06-02,37346.84645632316
2026-06-03,37085.7785929662
2026-06-04,37063.30040367178
2026-06-05,36069.94134406744
2026-06-08,36391.58993985808
2026-06-09,36052.5377037776
2026-06-10,35566.94617210161
2026-06-11,36052.0055969347
2026-06-12,36247.832106538
